;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05/08/2020 17:22:50
;----------------------------------------------

;Address Opcode 	ASM
0x0328	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x032C	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0330	0x0EFF      	MOVLW       255
0x0332	0x6EE6      	MOVWF       POSTINC1 
0x0334	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x0338	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x033C	0xDE78      	RCALL       _____DoIFC
;__Lib_Mmc.c,295 :: 		
0x033E	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x0342	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0346	0x0EFF      	MOVLW       255
0x0348	0x6EE6      	MOVWF       POSTINC1 
0x034A	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x034E	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x0352	0xDE6D      	RCALL       _____DoIFC
;__Lib_Mmc.c,298 :: 		
0x0354	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x0358	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x035C	0x0EFE      	MOVLW       254
0x035E	0x6EE6      	MOVWF       POSTINC1 
0x0360	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x0364	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x0368	0xDE62      	RCALL       _____DoIFC
;__Lib_Mmc.c,301 :: 		
0x036A	0x0102      	MOVLB       2
0x036C	0x6BDC      	CLRF        Mmc_Write_Sector_i_L0, 1
0x036E	0x6BDD      	CLRF        Mmc_Write_Sector_i_L0+1, 1
L_Mmc_Write_Sector40:
0x0370	0x51DD      	MOVF        Mmc_Write_Sector_i_L0+1, 0, 1
0x0372	0x0801      	SUBLW       1
0x0374	0xE102      	BNZ         L__Mmc_Write_Sector73
0x0376	0x51DC      	MOVF        Mmc_Write_Sector_i_L0, 0, 1
0x0378	0x08FF      	SUBLW       255
L__Mmc_Write_Sector73:
0x037A	0xE315      	BNC         L_Mmc_Write_Sector41
;__Lib_Mmc.c,302 :: 		
0x037C	0x51DC      	MOVF        Mmc_Write_Sector_i_L0, 0, 1
0x037E	0x25DA      	ADDWF       FARG_Mmc_Write_Sector_dbuff, 0, 1
0x0380	0x6EE9      	MOVWF       FSR0L 
0x0382	0x51DD      	MOVF        Mmc_Write_Sector_i_L0+1, 0, 1
0x0384	0x21DB      	ADDWFC      FARG_Mmc_Write_Sector_dbuff+1, 0, 1
0x0386	0x6EEA      	MOVWF       FSR0H 
0x0388	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x038C	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0390	0xFFE6CFEE  	MOVFF       POSTINC0, POSTINC1
0x0394	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x0398	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x039C	0xDE48      	RCALL       _____DoIFC
;__Lib_Mmc.c,301 :: 		
0x039E	0x0102      	MOVLB       2
0x03A0	0x4BDC      	INFSNZ      Mmc_Write_Sector_i_L0, 1, 1
0x03A2	0x2BDD      	INCF        Mmc_Write_Sector_i_L0+1, 1, 1
;__Lib_Mmc.c,303 :: 		
0x03A4	0xD7E5      	BRA         L_Mmc_Write_Sector40
L_Mmc_Write_Sector41:
;__Lib_Mmc.c,306 :: 		
0x03A6	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x03AA	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x03AE	0x0EFF      	MOVLW       255
0x03B0	0x6EE6      	MOVWF       POSTINC1 
0x03B2	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x03B6	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x03BA	0xDE39      	RCALL       _____DoIFC
;__Lib_Mmc.c,307 :: 		
0x03BC	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x03C0	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x03C4	0x0EFF      	MOVLW       255
0x03C6	0x6EE6      	MOVWF       POSTINC1 
0x03C8	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x03CC	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x03D0	0xDE2E      	RCALL       _____DoIFC
;__Lib_Mmc.c,310 :: 		
0x03D2	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x03D6	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x03DA	0x0EFF      	MOVLW       255
0x03DC	0x6EE6      	MOVWF       POSTINC1 
0x03DE	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x03E2	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x03E6	0xDE23      	RCALL       _____DoIFC
0x03E8	0xF2DCC000  	MOVFF       R0, Mmc_Write_Sector_i_L0
0x03EC	0x0E00      	MOVLW       0
0x03EE	0x0102      	MOVLB       2
0x03F0	0x6FDD      	MOVWF       Mmc_Write_Sector_i_L0+1, 1
;__Lib_Mmc.c,311 :: 		
0x03F2	0x0E1F      	MOVLW       31
0x03F4	0x15DC      	ANDWF       Mmc_Write_Sector_i_L0, 0, 1
0x03F6	0x6E01      	MOVWF       R1 
0x03F8	0xF002C2DD  	MOVFF       Mmc_Write_Sector_i_L0+1, R2
0x03FC	0x0E00      	MOVLW       0
0x03FE	0x1602      	ANDWF       R2, 1 
0x0400	0xF2DCC001  	MOVFF       R1, Mmc_Write_Sector_i_L0
0x0404	0xF2DDC002  	MOVFF       R2, Mmc_Write_Sector_i_L0+1
;__Lib_Mmc.c,312 :: 		
0x0408	0x0E00      	MOVLW       0
0x040A	0x1802      	XORWF       R2, 0 
0x040C	0xE102      	BNZ         L__Mmc_Write_Sector74
0x040E	0x0E05      	MOVLW       5
0x0410	0x1801      	XORWF       R1, 0 
L__Mmc_Write_Sector74:
0x0412	0xE004      	BZ          L_Mmc_Write_Sector43
;__Lib_Mmc.c,314 :: 		
0x0414	0xDE18      	RCALL       __Lib_Mmc_Mmc_DeSelect
;__Lib_Mmc.c,315 :: 		
0x0416	0x0E02      	MOVLW       2
0x0418	0x6E00      	MOVWF       R0 
0x041A	0x0012      	RETURN      0
;__Lib_Mmc.c,316 :: 		
L_Mmc_Write_Sector43:
;__Lib_Mmc.c,318 :: 		
L_Mmc_Write_Sector44:
0x041C	0xFFE1C276  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x0420	0xFFE2C277  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0424	0x0EFF      	MOVLW       255
0x0426	0x6EE6      	MOVWF       POSTINC1 
0x0428	0xF000C274  	MOVFF       _SPI_Rd_Ptr, R0
0x042C	0xF001C275  	MOVFF       _SPI_Rd_Ptr+1, R1
0x0430	0xDDFE      	RCALL       _____DoIFC
0x0432	0x5000      	MOVF        R0, 0 
0x0434	0x0AFF      	XORLW       255
0x0436	0xE001      	BZ          L_Mmc_Write_Sector45
;__Lib_Mmc.c,319 :: 		
0x0438	0xD7F1      	BRA         L_Mmc_Write_Sector44
L_Mmc_Write_Sector45:
;__Lib_Mmc.c,321 :: 		
0x043A	0xDE05      	RCALL       __Lib_Mmc_Mmc_DeSelect
;__Lib_Mmc.c,324 :: 		
0x043C	0x6A00      	CLRF        R0 
;__Lib_Mmc.c,325 :: 		
0x043E	0x0012      	RETURN      0
; end of _Mmc_Write_Sector
_Mul_16x16_U:
;__Lib_Math.c,437 :: 		
;__Lib_Math.c,444 :: 		
0x0440	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,445 :: 		
0x0442	0x6A0A      	CLRF        R10, 0
;__Lib_Math.c,446 :: 		
0x0444	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,447 :: 		
0x0446	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,448 :: 		
0x0448	0x0204      	MULWF       R4, 0
;__Lib_Math.c,450 :: 		
0x044A	0xF009CFF4  	MOVFF       PRODH, R9
;__Lib_Math.c,451 :: 		
0x044E	0xF008CFF3  	MOVFF       PRODL, R8
;__Lib_Math.c,452 :: 		
0x0452	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,453 :: 		
0x0454	0x0205      	MULWF       R5, 0
;__Lib_Math.c,455 :: 		
0x0456	0xF00BCFF4  	MOVFF       PRODH, R11
;__Lib_Math.c,456 :: 		
0x045A	0xF00ACFF3  	MOVFF       PRODL, R10
;__Lib_Math.c,457 :: 		
0x045E	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,458 :: 		
0x0460	0x0205      	MULWF       R5, 0
;__Lib_Math.c,460 :: 		
0x0462	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,461 :: 		
0x0464	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,462 :: 		
0x0466	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,463 :: 		
0x0468	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,464 :: 		
0x046A	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,465 :: 		
0x046C	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,466 :: 		
0x046E	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,467 :: 		
0x0470	0x0204      	MULWF       R4, 0
;__Lib_Math.c,469 :: 		
0x0472	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,470 :: 		
0x0474	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,471 :: 		
0x0476	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,472 :: 		
0x0478	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,473 :: 		
0x047A	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,474 :: 		
0x047C	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,476 :: 		
0x047E	0xF000C008  	MOVFF       R8, R0
;__Lib_Math.c,477 :: 		
0x0482	0xF001C009  	MOVFF       R9, R1
;__Lib_Math.c,478 :: 		
0x0486	0xF002C00A  	MOVFF       R10, R2
;__Lib_Math.c,479 :: 		
0x048A	0xF003C00B  	MOVFF       R11, R3
;__Lib_Math.c,482 :: 		
0x048E	0x0012      	RETURN      0
; end of _Mul_16x16_U
__Lib_MmcFat16_Occupy_Current_Fat_Entry:
;__Lib_MmcFat16.c,141 :: 		
;__Lib_MmcFat16.c,142 :: 		
0x0490	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x0492	0x0102      	MOVLB       2
0x0494	0x257A      	ADDWF       __Lib_MmcFat16_fat_offset, 0, 1
0x0496	0x6EE1      	MOVWF       FSR1L 
0x0498	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x049A	0x217B      	ADDWFC      __Lib_MmcFat16_fat_offset+1, 0, 1
0x049C	0x6EE2      	MOVWF       FSR1H 
0x049E	0x0EFF      	MOVLW       255
0x04A0	0x6EE6      	MOVWF       POSTINC1 
;__Lib_MmcFat16.c,143 :: 		
0x04A2	0x0E01      	MOVLW       1
0x04A4	0x257A      	ADDWF       __Lib_MmcFat16_fat_offset, 0, 1
0x04A6	0x6E00      	MOVWF       R0 
0x04A8	0x0E00      	MOVLW       0
0x04AA	0x217B      	ADDWFC      __Lib_MmcFat16_fat_offset+1, 0, 1
0x04AC	0x6E01      	MOVWF       R1 
0x04AE	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x04B0	0x2400      	ADDWF       R0, 0 
0x04B2	0x6EE1      	MOVWF       FSR1L 
0x04B4	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x04B6	0x2001      	ADDWFC      R1, 0 
0x04B8	0x6EE2      	MOVWF       FSR1H 
0x04BA	0x0EFF      	MOVLW       255
0x04BC	0x6EE6      	MOVWF       POSTINC1 
;__Lib_MmcFat16.c,144 :: 		
0x04BE	0x517C      	MOVF        __Lib_MmcFat16_fat_sector_pnt, 0, 1
0x04C0	0x25A2      	ADDWF       __Lib_MmcFat16_FAT_START_SECTOR, 0, 1
0x04C2	0x6FD6      	MOVWF       FARG_Mmc_Write_Sector_sector, 1
0x04C4	0x517D      	MOVF        __Lib_MmcFat16_fat_sector_pnt+1, 0, 1
0x04C6	0x21A3      	ADDWFC      __Lib_MmcFat16_FAT_START_SECTOR+1, 0, 1
0x04C8	0x6FD7      	MOVWF       FARG_Mmc_Write_Sector_sector+1, 1
0x04CA	0x0E00      	MOVLW       0
0x04CC	0x21A4      	ADDWFC      __Lib_MmcFat16_FAT_START_SECTOR+2, 0, 1
0x04CE	0x6FD8      	MOVWF       FARG_Mmc_Write_Sector_sector+2, 1
0x04D0	0x0E00      	MOVLW       0
0x04D2	0x21A5      	ADDWFC      __Lib_MmcFat16_FAT_START_SECTOR+3, 0, 1
0x04D4	0x6FD9      	MOVWF       FARG_Mmc_Write_Sector_sector+3, 1
0x04D6	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x04D8	0x6FDA      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x04DA	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x04DC	0x6FDB      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x04DE	0xDEEC      	RCALL       _Mmc_Write_Sector
;__Lib_MmcFat16.c,145 :: 		
0x04E0	0x0102      	MOVLB       2
0x04E2	0x517C      	MOVF        __Lib_MmcFat16_fat_sector_pnt, 0, 1
0x04E4	0x259A      	ADDWF       __Lib_MmcFat16_FAT2_START_SECTOR, 0, 1
0x04E6	0x6FD6      	MOVWF       FARG_Mmc_Write_Sector_sector, 1
0x04E8	0x517D      	MOVF        __Lib_MmcFat16_fat_sector_pnt+1, 0, 1
0x04EA	0x219B      	ADDWFC      __Lib_MmcFat16_FAT2_START_SECTOR+1, 0, 1
0x04EC	0x6FD7      	MOVWF       FARG_Mmc_Write_Sector_sector+1, 1
0x04EE	0x0E00      	MOVLW       0
0x04F0	0x219C      	ADDWFC      __Lib_MmcFat16_FAT2_START_SECTOR+2, 0, 1
0x04F2	0x6FD8      	MOVWF       FARG_Mmc_Write_Sector_sector+2, 1
0x04F4	0x0E00      	MOVLW       0
0x04F6	0x219D      	ADDWFC      __Lib_MmcFat16_FAT2_START_SECTOR+3, 0, 1
0x04F8	0x6FD9      	MOVWF       FARG_Mmc_Write_Sector_sector+3, 1
0x04FA	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x04FC	0x6FDA      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x04FE	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x0500	0x6FDB      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x0502	0xDEDA      	RCALL       _Mmc_Write_Sector
;__Lib_MmcFat16.c,146 :: 		
0x0504	0x0012      	RETURN      0
; end of __Lib_MmcFat16_Occupy_Current_Fat_Entry
__Lib_MmcFat16_Set_File_Write_Cluster:
;__Lib_MmcFat16.c,150 :: 		
;__Lib_MmcFat16.c,152 :: 		
0x0506	0xF000C27C  	MOVFF       __Lib_MmcFat16_fat_sector_pnt, R0
0x050A	0xF001C27D  	MOVFF       __Lib_MmcFat16_fat_sector_pnt+1, R1
0x050E	0xF004C294  	MOVFF       __Lib_MmcFat16_CLUSTERS_PER_FAT_SECTOR, R4
0x0512	0xF005C295  	MOVFF       __Lib_MmcFat16_CLUSTERS_PER_FAT_SECTOR+1, R5
0x0516	0xDF94      	RCALL       _Mul_16x16_U
;__Lib_MmcFat16.c,153 :: 		
0x0518	0xF002C27A  	MOVFF       __Lib_MmcFat16_fat_offset, R2
0x051C	0xF003C27B  	MOVFF       __Lib_MmcFat16_fat_offset+1, R3
0x0520	0x3203      	RRCF        R3, 1 
0x0522	0x3202      	RRCF        R2, 1 
0x0524	0x9E03      	BCF         R3, 7 
0x0526	0x5002      	MOVF        R2, 0 
0x0528	0x2400      	ADDWF       R0, 0 
0x052A	0x0102      	MOVLB       2
0x052C	0x6FAC      	MOVWF       __Lib_MmcFat16_file_write_cluster, 1
0x052E	0x5003      	MOVF        R3, 0 
0x0530	0x2001      	ADDWFC      R1, 0 
0x0532	0x6FAD      	MOVWF       __Lib_MmcFat16_file_write_cluster+1, 1
;__Lib_MmcFat16.c,154 :: 		
0x0534	0x0012      	RETURN      0
; end of __Lib_MmcFat16_Set_File_Write_Cluster
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x0536	0x0102      	MOVLB       2
0x0538	0xBFD5      	BTFSC       FARG_Lcd_Cmd_out_char, 7, 1
0x053A	0xD002      	BRA         L__Lcd_Cmd20
0x053C	0x9E81      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x053E	0xD001      	BRA         L__Lcd_Cmd21
L__Lcd_Cmd20:
0x0540	0x8E81      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd21:
;__Lib_Lcd.c,21 :: 		
0x0542	0xBDD5      	BTFSC       FARG_Lcd_Cmd_out_char, 6, 1
0x0544	0xD002      	BRA         L__Lcd_Cmd22
0x0546	0x9C81      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x0548	0xD001      	BRA         L__Lcd_Cmd23
L__Lcd_Cmd22:
0x054A	0x8C81      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd23:
;__Lib_Lcd.c,22 :: 		
0x054C	0xBBD5      	BTFSC       FARG_Lcd_Cmd_out_char, 5, 1
0x054E	0xD002      	BRA         L__Lcd_Cmd24
0x0550	0x9A81      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x0552	0xD001      	BRA         L__Lcd_Cmd25
L__Lcd_Cmd24:
0x0554	0x8A81      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd25:
;__Lib_Lcd.c,23 :: 		
0x0556	0xB9D5      	BTFSC       FARG_Lcd_Cmd_out_char, 4, 1
0x0558	0xD002      	BRA         L__Lcd_Cmd26
0x055A	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x055C	0xD001      	BRA         L__Lcd_Cmd27
L__Lcd_Cmd26:
0x055E	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd27:
;__Lib_Lcd.c,25 :: 		
0x0560	0x0100      	MOVLB       0
0x0562	0xB160      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x0564	0xD002      	BRA         L__Lcd_Cmd28
0x0566	0x8481      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x0568	0xD001      	BRA         L__Lcd_Cmd29
L__Lcd_Cmd28:
0x056A	0x9481      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd29:
;__Lib_Lcd.c,28 :: 		
0x056C	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,29 :: 		
0x056E	0xDDE3      	RCALL       _Delay_1us
;__Lib_Lcd.c,30 :: 		
0x0570	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,33 :: 		
0x0572	0x0102      	MOVLB       2
0x0574	0xB7D5      	BTFSC       FARG_Lcd_Cmd_out_char, 3, 1
0x0576	0xD002      	BRA         L__Lcd_Cmd30
0x0578	0x9E81      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x057A	0xD001      	BRA         L__Lcd_Cmd31
L__Lcd_Cmd30:
0x057C	0x8E81      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd31:
;__Lib_Lcd.c,34 :: 		
0x057E	0xB5D5      	BTFSC       FARG_Lcd_Cmd_out_char, 2, 1
0x0580	0xD002      	BRA         L__Lcd_Cmd32
0x0582	0x9C81      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x0584	0xD001      	BRA         L__Lcd_Cmd33
L__Lcd_Cmd32:
0x0586	0x8C81      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd33:
;__Lib_Lcd.c,35 :: 		
0x0588	0xB3D5      	BTFSC       FARG_Lcd_Cmd_out_char, 1, 1
0x058A	0xD002      	BRA         L__Lcd_Cmd34
0x058C	0x9A81      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x058E	0xD001      	BRA         L__Lcd_Cmd35
L__Lcd_Cmd34:
0x0590	0x8A81      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd35:
;__Lib_Lcd.c,36 :: 		
0x0592	0xB1D5      	BTFSC       FARG_Lcd_Cmd_out_char, 0, 1
0x0594	0xD002      	BRA         L__Lcd_Cmd36
0x0596	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x0598	0xD001      	BRA         L__Lcd_Cmd37
L__Lcd_Cmd36:
0x059A	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd37:
;__Lib_Lcd.c,38 :: 		
0x059C	0x0100      	MOVLB       0
0x059E	0xB160      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x05A0	0xD002      	BRA         L__Lcd_Cmd38
0x05A2	0x8481      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x05A4	0xD001      	BRA         L__Lcd_Cmd39
L__Lcd_Cmd38:
0x05A6	0x9481      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd39:
;__Lib_Lcd.c,40 :: 		
0x05A8	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,41 :: 		
0x05AA	0xDDC5      	RCALL       _Delay_1us
;__Lib_Lcd.c,42 :: 		
0x05AC	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,44 :: 		
0x05AE	0xA160      	BTFSS       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x05B0	0xD002      	BRA         L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x05B2	0xDDC6      	RCALL       _Delay_5500us
0x05B4	0xD001      	BRA         L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x05B6	0xDDCD      	RCALL       _Delay_50us
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
0x05B8	0x0012      	RETURN      0
; end of _Lcd_Cmd
_SETFUN32:
;__Lib_MathDouble.c,144 :: 		
;__Lib_MathDouble.c,152 :: 		
0x05BA	0x840B      	BSF         R11, 2, 0
;__Lib_MathDouble.c,153 :: 		
0x05BC	0xAE0B      	BTFSS       R11, 7, 0
;__Lib_MathDouble.c,154 :: 		
0x05BE	0xF002EFE8  	GOTO        SETFUN32EEE
;__Lib_MathDouble.c,156 :: 		
0x05C2	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,157 :: 		
0x05C4	0x6E03      	MOVWF       R3, 0
;__Lib_MathDouble.c,158 :: 		
0x05C6	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,159 :: 		
0x05C8	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,160 :: 		
0x05CA	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,161 :: 		
0x05CC	0x360A      	RLCF        R10, 1, 0
;__Lib_MathDouble.c,162 :: 		
0x05CE	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,163 :: 		
SETFUN32EEE:
;__Lib_MathDouble.c,164 :: 		
0x05D0	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,166 :: 		
0x05D2	0x0012      	RETURN      0
; end of _SETFUN32
_RES032:
;__Lib_MathDouble.c,128 :: 		
;__Lib_MathDouble.c,134 :: 		
0x05D4	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,135 :: 		
0x05D6	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,136 :: 		
0x05D8	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,137 :: 		
0x05DA	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,138 :: 		
0x05DC	0x6A03      	CLRF        R3, 0
;__Lib_MathDouble.c,139 :: 		
0x05DE	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,141 :: 		
0x05E0	0x0012      	RETURN      0
; end of _RES032
_FIXSIGN32:
;__Lib_MathDouble.c,117 :: 		
;__Lib_MathDouble.c,121 :: 		
0x05E2	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,122 :: 		
0x05E4	0x9E02      	BCF         R2, 7, 0
;__Lib_MathDouble.c,123 :: 		
0x05E6	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,125 :: 		
0x05E8	0x0012      	RETURN      0
; end of _FIXSIGN32
__Lib_MmcFat16_Get_Free_Fat_Entry:
;__Lib_MmcFat16.c,110 :: 		
;__Lib_MmcFat16.c,111 :: 		
0x05EA	0x0102      	MOVLB       2
0x05EC	0x6BD5      	CLRF        __Lib_MmcFat16_Get_Free_Fat_Entry_free_entry_L0, 1
;__Lib_MmcFat16.c,113 :: 		
0x05EE	0x6B7C      	CLRF        __Lib_MmcFat16_fat_sector_pnt, 1
0x05F0	0x6B7D      	CLRF        __Lib_MmcFat16_fat_sector_pnt+1, 1
;__Lib_MmcFat16.c,114 :: 		
0x05F2	0x0E04      	MOVLW       4
0x05F4	0x6F7A      	MOVWF       __Lib_MmcFat16_fat_offset, 1
0x05F6	0x0E00      	MOVLW       0
0x05F8	0x6F7B      	MOVWF       __Lib_MmcFat16_fat_offset+1, 1
;__Lib_MmcFat16.c,116 :: 		
0x05FA	0xF2D6C2A2  	MOVFF       __Lib_MmcFat16_FAT_START_SECTOR, FARG_Mmc_Read_Sector_sector
0x05FE	0xF2D7C2A3  	MOVFF       __Lib_MmcFat16_FAT_START_SECTOR+1, FARG_Mmc_Read_Sector_sector+1
0x0602	0xF2D8C2A4  	MOVFF       __Lib_MmcFat16_FAT_START_SECTOR+2, FARG_Mmc_Read_Sector_sector+2
0x0606	0xF2D9C2A5  	MOVFF       __Lib_MmcFat16_FAT_START_SECTOR+3, FARG_Mmc_Read_Sector_sector+3
0x060A	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x060C	0x6FDA      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x060E	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x0610	0x6FDB      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x0612	0xDDCE      	RCALL       _Mmc_Read_Sector
;__Lib_MmcFat16.c,118 :: 		
L___Lib_MmcFat16_Get_Free_Fat_Entry0:
;__Lib_MmcFat16.c,119 :: 		
0x0614	0x0102      	MOVLB       2
0x0616	0x517B      	MOVF        __Lib_MmcFat16_fat_offset+1, 0, 1
0x0618	0x0100      	MOVLB       0
0x061A	0x1968      	XORWF       __Lib_MmcFat16_BYTES_PER_SECTOR+1, 0, 1
0x061C	0xE103      	BNZ         L___Lib_MmcFat16_Get_Free_Fat_Entry247
0x061E	0x5167      	MOVF        __Lib_MmcFat16_BYTES_PER_SECTOR, 0, 1
0x0620	0x0102      	MOVLB       2
0x0622	0x197A      	XORWF       __Lib_MmcFat16_fat_offset, 0, 1
L___Lib_MmcFat16_Get_Free_Fat_Entry247:
0x0624	0xE116      	BNZ         L___Lib_MmcFat16_Get_Free_Fat_Entry3
;__Lib_MmcFat16.c,120 :: 		
